1046;&10/21/2025 3:59:27 PM&;1;0.00;Initializing Load Session Setup
1027;case30911@localhost;$HOSTSTATUS;DISCONNECTED
1027;case30911@localhost;$HOSTSTATUS;CONNECTED
1027;case30911@localhost;TMLNAME;LGCommunicator23304Sender12@localhost
1027;case30911@localhost;$STATUS;READY
1027;case30911@localhost;$STATUS;READY
1028;case30911@localhost;READY;0;0
1046;&10/21/2025 3:59:43 PM&;1;0.00;Load Session Setup - completed.
1028;case30911@localhost;READY;0;0
1027;case30911@localhost;$STATUS;RUN
1046;&10/21/2025 3:59:44 PM&;1;1.10;Session start time:Tue Oct 21 15:59:43 2025
1028;case30911@localhost;RUN;0;0
1028;case30911@localhost;RUN;1;1
1037;&10/21/2025 3:59:55 PM&;localhost;case30911;1;11.45;0;HTTP/3 200 
1037;&10/21/2025 3:59:55 PM&;localhost;case30911;1;11.45;0;577116
1037;&10/21/2025 3:59:55 PM&;localhost;case30911;1;11.45;0;RadView Test!!
1037;&10/21/2025 4:00:12 PM&;localhost;case30911;1;28.93;0;HTTP/3 200 
1037;&10/21/2025 4:00:12 PM&;localhost;case30911;1;28.93;0;577116
1037;&10/21/2025 4:00:12 PM&;localhost;case30911;1;28.93;0;RadView Test!!
1037;&10/21/2025 4:00:29 PM&;localhost;case30911;1;46.35;0;HTTP/3 200 
1037;&10/21/2025 4:00:29 PM&;localhost;case30911;1;46.35;0;577116
1037;&10/21/2025 4:00:29 PM&;localhost;case30911;1;46.35;0;RadView Test!!
1037;&10/21/2025 4:00:47 PM&;localhost;case30911;1;64.33;0;HTTP/3 200 
1037;&10/21/2025 4:00:47 PM&;localhost;case30911;1;64.33;0;577116
1037;&10/21/2025 4:00:47 PM&;localhost;case30911;1;64.34;0;RadView Test!!
1028;case30911@localhost;STOP;1;0
1046;&10/21/2025 4:01:22 PM&;1;98.75;Test passed
